Label,Desc,Decision Option,Trade_off
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3771.365688
Excluding Family Labour,1,rice-maize-coconut-areca palm,-312.9954774
Excluding Family Labour,1,rice-maize-coconut-areca palm,1617.105907
Excluding Family Labour,1,rice-maize-coconut-areca palm,993.8846476
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2807.727952
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3263.275494
Excluding Family Labour,1,rice-maize-coconut-areca palm,-7674.681751
Excluding Family Labour,1,rice-maize-coconut-areca palm,-6105.939546
Excluding Family Labour,1,rice-maize-coconut-areca palm,5583.693613
Excluding Family Labour,1,rice-maize-coconut-areca palm,574.3344399
Excluding Family Labour,1,rice-maize-coconut-areca palm,-161.6737744
Excluding Family Labour,1,rice-maize-coconut-areca palm,-4017.315574
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2403.994247
Excluding Family Labour,1,rice-maize-coconut-areca palm,2465.584424
Excluding Family Labour,1,rice-maize-coconut-areca palm,2724.082308
Excluding Family Labour,1,rice-maize-coconut-areca palm,-262.6012717
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1899.671658
Excluding Family Labour,1,rice-maize-coconut-areca palm,-841.7849788
Excluding Family Labour,1,rice-maize-coconut-areca palm,2155.169987
Excluding Family Labour,1,rice-maize-coconut-areca palm,-8873.357474
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3797.291585
Excluding Family Labour,1,rice-maize-coconut-areca palm,-10077.61817
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2709.286548
Excluding Family Labour,1,rice-maize-coconut-areca palm,1059.942628
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1879.577407
Excluding Family Labour,1,rice-maize-coconut-areca palm,452.9496849
Excluding Family Labour,1,rice-maize-coconut-areca palm,344.0358564
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2339.809739
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2047.075967
Excluding Family Labour,1,rice-maize-coconut-areca palm,-612.5883224
Excluding Family Labour,1,rice-maize-coconut-areca palm,743.467475
Excluding Family Labour,1,rice-maize-coconut-areca palm,6942.919572
Excluding Family Labour,1,rice-maize-coconut-areca palm,-6199.991646
Excluding Family Labour,1,rice-maize-coconut-areca palm,3704.259735
Excluding Family Labour,1,rice-maize-coconut-areca palm,-566.9381741
Excluding Family Labour,1,rice-maize-coconut-areca palm,-10768.76393
Excluding Family Labour,1,rice-maize-coconut-areca palm,1241.819234
Excluding Family Labour,1,rice-maize-coconut-areca palm,-827.2391012
Excluding Family Labour,1,rice-maize-coconut-areca palm,5666.018191
Excluding Family Labour,1,rice-maize-coconut-areca palm,5228.964035
Excluding Family Labour,1,rice-maize-coconut-areca palm,2666.540242
Excluding Family Labour,1,rice-maize-coconut-areca palm,4489.938275
Excluding Family Labour,1,rice-maize-coconut-areca palm,3237.640784
Excluding Family Labour,1,rice-maize-coconut-areca palm,2198.875256
Excluding Family Labour,1,rice-maize-coconut-areca palm,6586.016796
Excluding Family Labour,1,rice-maize-coconut-areca palm,-4568.758071
Excluding Family Labour,1,rice-maize-coconut-areca palm,4461.677832
Excluding Family Labour,1,rice-maize-coconut-areca palm,2290.072783
Excluding Family Labour,1,rice-maize-coconut-areca palm,-154.7845206
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2948.258508
Excluding Family Labour,1,rice-maize-coconut-areca palm,-8051.35669
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2700.894217
Excluding Family Labour,1,rice-maize-coconut-areca palm,447.644149
Excluding Family Labour,1,rice-maize-coconut-areca palm,-653.1265594
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2255.341368
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1020.279289
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1315.464979
Excluding Family Labour,1,rice-maize-coconut-areca palm,3017.769583
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3744.143049
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1982.786412
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3866.083385
Excluding Family Labour,1,rice-maize-coconut-areca palm,-698.2314242
Excluding Family Labour,1,rice-maize-coconut-areca palm,6375.654457
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3156.828867
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2151.716156
Excluding Family Labour,1,rice-maize-coconut-areca palm,675.4694253
Excluding Family Labour,1,rice-maize-coconut-areca palm,-4913.932068
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3299.519364
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1470.025803
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2039.295342
Excluding Family Labour,1,rice-maize-coconut-areca palm,-6183.282379
Excluding Family Labour,1,rice-maize-coconut-areca palm,615.1174139
Excluding Family Labour,1,rice-maize-coconut-areca palm,-6163.251192
Excluding Family Labour,1,rice-maize-coconut-areca palm,546.5084301
Excluding Family Labour,1,rice-maize-coconut-areca palm,5367.390937
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2528.04427
Excluding Family Labour,1,rice-maize-coconut-areca palm,339.2685805
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3425.843344
Excluding Family Labour,1,rice-maize-coconut-areca palm,1711.968592
Excluding Family Labour,1,rice-maize-coconut-areca palm,633.1853392
Excluding Family Labour,1,rice-maize-coconut-areca palm,2155.154212
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2809.943323
Excluding Family Labour,1,rice-maize-coconut-areca palm,-155.7191666
Excluding Family Labour,1,rice-maize-coconut-areca palm,-894.9396739
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1440.976177
Excluding Family Labour,1,rice-maize-coconut-areca palm,995.3201223
Excluding Family Labour,1,rice-maize-coconut-areca palm,-6228.796047
Excluding Family Labour,1,rice-maize-coconut-areca palm,5543.14972
Excluding Family Labour,1,rice-maize-coconut-areca palm,645.4574306
Excluding Family Labour,1,rice-maize-coconut-areca palm,-6689.488495
Excluding Family Labour,1,rice-maize-coconut-areca palm,2633.893176
Excluding Family Labour,1,rice-maize-coconut-areca palm,6122.50158
Excluding Family Labour,1,rice-maize-coconut-areca palm,6180.677816
Excluding Family Labour,1,rice-maize-coconut-areca palm,341.3636469
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1050.131754
Excluding Family Labour,1,rice-maize-coconut-areca palm,2356.796805
Excluding Family Labour,1,rice-maize-coconut-areca palm,4367.583024
Excluding Family Labour,1,rice-maize-coconut-areca palm,3443.78007
Excluding Family Labour,1,rice-maize-coconut-areca palm,-4225.958621
Excluding Family Labour,1,rice-maize-coconut-areca palm,3549.95112
Excluding Family Labour,1,rice-maize-coconut-areca palm,-749.428927
Excluding Family Labour,1,rice-maize-coconut-areca palm,-4566.435187
Excluding Family Labour,1,rice-maize-coconut-areca palm,-4555.561723
Excluding Family Labour,1,rice-maize-coconut-areca palm,478.0605805
Excluding Family Labour,1,rice-maize-coconut-areca palm,-8225.947436
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2379.892134
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3949.53744
Excluding Family Labour,1,rice-maize-coconut-areca palm,-5027.230844
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3628.757089
Excluding Family Labour,1,rice-maize-coconut-areca palm,-9342.466687
Excluding Family Labour,1,rice-maize-coconut-areca palm,4334.360062
Excluding Family Labour,1,rice-maize-coconut-areca palm,6339.043781
Excluding Family Labour,1,rice-maize-coconut-areca palm,1299.511941
Excluding Family Labour,1,rice-maize-coconut-areca palm,2251.881467
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1243.495019
Excluding Family Labour,1,rice-maize-coconut-areca palm,3413.558806
Excluding Family Labour,1,rice-maize-coconut-areca palm,1970.253973
Excluding Family Labour,1,rice-maize-coconut-areca palm,-4418.078294
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2658.788907
Excluding Family Labour,1,rice-maize-coconut-areca palm,253.0822956
Excluding Family Labour,1,rice-maize-coconut-areca palm,-10402.6979
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3007.265839
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3633.533708
Excluding Family Labour,1,rice-maize-coconut-areca palm,-8141.656955
Excluding Family Labour,1,rice-maize-coconut-areca palm,1756.254077
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2627.316187
Excluding Family Labour,1,rice-maize-coconut-areca palm,-7284.292576
Excluding Family Labour,1,rice-maize-coconut-areca palm,-852.7002551
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3003.201506
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3490.389529
Excluding Family Labour,1,rice-maize-coconut-areca palm,381.4234079
Excluding Family Labour,1,rice-maize-coconut-areca palm,1961.007998
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1964.567415
Excluding Family Labour,1,rice-maize-coconut-areca palm,-7604.088627
Excluding Family Labour,1,rice-maize-coconut-areca palm,2436.81731
Excluding Family Labour,1,rice-maize-coconut-areca palm,-6503.484799
Excluding Family Labour,1,rice-maize-coconut-areca palm,-3210.56074
Excluding Family Labour,1,rice-maize-coconut-areca palm,6682.111633
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1271.000407
Excluding Family Labour,1,rice-maize-coconut-areca palm,-713.8708815
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1059.800552
Excluding Family Labour,1,rice-maize-coconut-areca palm,889.709319
Excluding Family Labour,1,rice-maize-coconut-areca palm,1065.171774
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1304.677629
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1170.261026
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2413.305673
Excluding Family Labour,1,rice-maize-coconut-areca palm,612.1795876
Excluding Family Labour,1,rice-maize-coconut-areca palm,577.2866662
Excluding Family Labour,1,rice-maize-coconut-areca palm,-4725.892609
Excluding Family Labour,1,rice-maize-coconut-areca palm,-7209.080756
Excluding Family Labour,1,rice-maize-coconut-areca palm,-2680.676121
Excluding Family Labour,1,rice-maize-coconut-areca palm,-8544.927365
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1758.045812
Excluding Family Labour,1,rice-maize-coconut-areca palm,-11194.93793
Excluding Family Labour,1,rice-maize-coconut-areca palm,-4423.184847
Excluding Family Labour,1,rice-maize-coconut-areca palm,2980.809481
Excluding Family Labour,1,rice-maize-coconut-areca palm,3737.970724
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1031.597099
Excluding Family Labour,1,rice-maize-coconut-areca palm,-1821.047634
Excluding Family Labour,1,rice-maize-areca palm,1130.541731
Excluding Family Labour,1,rice-maize-areca palm,1707.896716
Excluding Family Labour,1,rice-maize-areca palm,-1703.196826
Excluding Family Labour,1,rice-maize-areca palm,2232.321896
Excluding Family Labour,1,rice-maize-areca palm,536.4393242
Excluding Family Labour,1,rice-maize-areca palm,5194.419218
Excluding Family Labour,1,rice-maize-areca palm,3248.697542
Excluding Family Labour,1,rice-maize-areca palm,5324.974589
Excluding Family Labour,1,rice-maize-areca palm,-1065.101143
Excluding Family Labour,1,rice-maize-areca palm,1889.491228
Excluding Family Labour,1,rice-maize-areca palm,13624.62794
Excluding Family Labour,1,rice-maize-areca palm,8345.470258
Excluding Family Labour,1,rice-maize-areca palm,94.88613209
Excluding Family Labour,1,rice-maize-areca palm,2995.89138
Excluding Family Labour,1,rice-maize-areca palm,-147.3502733
Excluding Family Labour,1,rice-maize-areca palm,7865.881301
Excluding Family Labour,1,rice-maize-areca palm,2886.423153
Excluding Family Labour,1,rice-maize-areca palm,-1862.386291
Excluding Family Labour,1,rice-maize-areca palm,-1932.890351
Excluding Family Labour,1,rice-maize-areca palm,4524.893025
Excluding Family Labour,1,rice-maize-areca palm,-208.1161965
Excluding Family Labour,1,rice-maize-areca palm,11394.77682
Excluding Family Labour,1,rice-maize-areca palm,5136.867751
Excluding Family Labour,1,rice-maize-areca palm,2349.607949
Excluding Family Labour,1,rice-maize-areca palm,7394.208823
Excluding Family Labour,1,rice-maize-areca palm,2129.115713
Excluding Family Labour,1,rice-maize-areca palm,1535.392527
Excluding Family Labour,1,rice-maize-areca palm,-2717.200485
Excluding Family Labour,1,rice-maize-areca palm,-1601.82748
Excluding Family Labour,1,rice-maize-areca palm,5424.005491
Excluding Family Labour,1,rice-maize-areca palm,4023.612499
Excluding Family Labour,1,rice-maize-areca palm,598.0726683
Excluding Family Labour,1,rice-maize-areca palm,-1756.089584
Excluding Family Labour,1,rice-maize-areca palm,6930.902433
Excluding Family Labour,1,rice-maize-areca palm,5352.693047
Excluding Family Labour,1,rice-maize-areca palm,-1302.013968
Excluding Family Labour,1,rice-maize-areca palm,-4536.60168
Excluding Family Labour,1,rice-maize-areca palm,-2148.016773
Excluding Family Labour,1,rice-maize-areca palm,2469.163444
Excluding Family Labour,1,rice-maize-areca palm,13900.67833
Excluding Family Labour,1,rice-maize-areca palm,10499.75047
Excluding Family Labour,1,rice-maize-areca palm,-2722.089638
Excluding Family Labour,1,rice-maize-areca palm,2173.946411
Excluding Family Labour,1,rice-maize-areca palm,2090.957216
Excluding Family Labour,1,rice-maize-areca palm,1393.092138
Excluding Family Labour,1,rice-maize-areca palm,-5859.798011
Excluding Family Labour,1,rice-maize-areca palm,-3467.925878
Excluding Family Labour,1,rice-maize-areca palm,-5849.646731
Excluding Family Labour,1,rice-maize-areca palm,-2345.016219
Excluding Family Labour,1,rice-maize-areca palm,3368.836186
Excluding Family Labour,1,rice-maize-areca palm,859.5992363
Excluding Family Labour,1,rice-maize-areca palm,1116.599131
Excluding Family Labour,1,rice-maize-areca palm,181.484853
Excluding Family Labour,1,rice-maize-areca palm,4444.99748
Excluding Family Labour,1,rice-maize-areca palm,408.6780857
Excluding Family Labour,1,rice-maize-areca palm,4383.434608
Excluding Family Labour,1,rice-maize-areca palm,9708.417095
Excluding Family Labour,1,rice-maize-areca palm,5330.066874
Excluding Family Labour,1,rice-maize-areca palm,-7188.93471
Excluding Family Labour,1,rice-maize-areca palm,-7344.242829
Excluding Family Labour,1,rice-maize-areca palm,4162.254906
Excluding Family Labour,1,rice-maize-areca palm,7242.387537
Excluding Family Labour,1,rice-maize-areca palm,-5593.113281
Excluding Family Labour,1,rice-maize-areca palm,-428.5581211
Excluding Family Labour,1,rice-maize-areca palm,2811.16519
Excluding Family Labour,1,rice-maize-areca palm,-6483.611901
Excluding Family Labour,1,rice-maize-areca palm,2776.858518
Excluding Family Labour,1,rice-maize-areca palm,-1859.457444
Excluding Family Labour,1,rice-maize-areca palm,13238.03726
Excluding Family Labour,1,rice-maize-areca palm,-10600.44424
Excluding Family Labour,1,rice-maize-areca palm,-2608.472237
Excluding Family Labour,1,rice-maize-areca palm,-2065.993361
Excluding Family Labour,1,rice-maize-areca palm,2891.184605
Excluding Family Labour,1,rice-maize-areca palm,3976.375181
Excluding Family Labour,1,rice-maize-areca palm,873.356302
Excluding Family Labour,1,rice-maize-areca palm,5818.9186
Excluding Family Labour,1,rice-maize-areca palm,11369.17376
Excluding Family Labour,1,rice-maize-areca palm,10842.42917
Excluding Family Labour,1,rice-maize-areca palm,3312.131197
Excluding Family Labour,1,rice-maize-areca palm,1821.95271
Excluding Family Labour,1,rice-maize-areca palm,10010.00211
Excluding Family Labour,1,rice-maize-areca palm,5318.652726
Excluding Family Labour,1,rice-maize-areca palm,-2421.233885
Excluding Family Labour,1,rice-maize-areca palm,954.141823
Excluding Family Labour,1,rice-maize-areca palm,-1126.891854
Excluding Family Labour,1,rice-maize-areca palm,-3546.44835
Excluding Family Labour,1,rice-maize-areca palm,-8244.051167
Excluding Family Labour,1,rice-maize-areca palm,-2156.216304
Excluding Family Labour,1,rice-maize-areca palm,777.309597
Excluding Family Labour,1,rice-maize-areca palm,4612.739189
Excluding Family Labour,1,rice-maize-areca palm,5.761463818
Excluding Family Labour,1,rice-maize-areca palm,7024.409129
Excluding Family Labour,1,rice-maize-areca palm,406.1348443
Excluding Family Labour,1,rice-maize-areca palm,1414.719251
Excluding Family Labour,1,rice-maize-areca palm,1702.084076
Excluding Family Labour,1,rice-maize-areca palm,-1397.470328
Excluding Family Labour,1,rice-maize-areca palm,-1625.166593
Excluding Family Labour,1,rice-maize-areca palm,-1824.102562
Excluding Family Labour,1,rice-maize-areca palm,-2635.543145
Excluding Family Labour,1,rice-maize-areca palm,760.2236833
Excluding Family Labour,1,rice-maize-areca palm,-7903.185971
Excluding Family Labour,1,rice-maize-areca palm,-155.8106283
Excluding Family Labour,1,rice-maize-areca palm,6925.630748
Excluding Family Labour,1,rice-maize-areca palm,3845.463525
Excluding Family Labour,1,rice-maize-areca palm,2807.933534
Excluding Family Labour,1,rice-maize-areca palm,-2977.479266
Excluding Family Labour,1,rice-maize-areca palm,1835.766774
Excluding Family Labour,1,rice-maize-areca palm,1856.955105
Excluding Family Labour,1,rice-maize-areca palm,-1870.366676
Excluding Family Labour,1,rice-maize-areca palm,-5756.730237
Excluding Family Labour,1,rice-maize-areca palm,1049.448484
Excluding Family Labour,1,rice-maize-areca palm,3311.499086
Excluding Family Labour,1,rice-maize-areca palm,5756.666018
Excluding Family Labour,1,rice-maize-areca palm,4374.30458
Excluding Family Labour,1,rice-maize-areca palm,-18.44484973
Excluding Family Labour,1,rice-maize-areca palm,9232.932914
Excluding Family Labour,1,rice-maize-areca palm,-1530.007392
Excluding Family Labour,1,rice-maize-areca palm,9230.452908
Excluding Family Labour,1,rice-maize-areca palm,-2735.262455
Excluding Family Labour,1,rice-maize-areca palm,4497.155977
Excluding Family Labour,1,rice-maize-areca palm,6445.003678
Excluding Family Labour,1,rice-maize-areca palm,2347.123583
Excluding Family Labour,1,rice-maize-areca palm,-5455.041291
Excluding Family Labour,1,rice-maize-areca palm,3793.515184
Excluding Family Labour,1,rice-maize-areca palm,7243.986614
Excluding Family Labour,1,rice-maize-areca palm,3139.952127
Excluding Family Labour,1,rice-maize-areca palm,4310.230636
Excluding Family Labour,1,rice-maize-areca palm,8573.188058
Excluding Family Labour,1,rice-maize-areca palm,6147.611758
Excluding Family Labour,1,rice-maize-areca palm,-440.8093314
Excluding Family Labour,1,rice-maize-areca palm,3857.508805
Excluding Family Labour,1,rice-maize-areca palm,8214.800126
Excluding Family Labour,1,rice-maize-areca palm,8785.704054
Excluding Family Labour,1,rice-maize-areca palm,-7008.15348
Excluding Family Labour,1,rice-maize-areca palm,578.2238331
Excluding Family Labour,1,rice-maize-areca palm,6238.597452
Excluding Family Labour,1,rice-maize-areca palm,-4479.909145
Excluding Family Labour,1,rice-maize-areca palm,2194.8382
Excluding Family Labour,1,rice-maize-areca palm,-3923.223558
Excluding Family Labour,1,rice-maize-areca palm,1895.467031
Excluding Family Labour,1,rice-maize-areca palm,-671.2816477
Excluding Family Labour,1,rice-maize-areca palm,5446.563874
Excluding Family Labour,1,rice-maize-areca palm,-794.1813419
Excluding Family Labour,1,rice-maize-areca palm,-2075.739523
Excluding Family Labour,1,rice-maize-areca palm,1812.754849
Excluding Family Labour,1,rice-maize-areca palm,2857.670145
Excluding Family Labour,1,rice-maize-areca palm,12082.5242
Excluding Family Labour,1,rice-maize-areca palm,1684.93224
Excluding Family Labour,1,rice-maize-areca palm,178.6656703
Excluding Family Labour,1,rice-maize-areca palm,987.4680532
Excluding Family Labour,1,rice-maize-areca palm,4218.163089
Excluding Family Labour,1,rice-maize-areca palm,3149.466829
Excluding Family Labour,1,rice-maize-areca palm,1758.543197
Excluding Family Labour,1,rice-maize-areca palm,1762.896816
Excluding Family Labour,1,rice-maize-areca palm,-4779.701068
Excluding Family Labour,1,rice-maize-areca palm,3460.721022
Excluding Family Labour,1,rice-maize-areca palm,11351.17546
Excluding Family Labour,1,rice-maize-areca palm,-5174.383246
Excluding Family Labour,1,rice-maize-areca palm,-3009.263372
Excluding Family Labour,1,rice-maize-areca palm,-808.2446596
Excluding Family Labour,1,rice-maize-areca palm,2497.751796
Excluding Family Labour,1,rice-maize-areca palm,2055.402692
Excluding Family Labour,1,rice-maize-areca palm,1823.687471
Excluding Family Labour,1,rice-maize-areca palm,3088.280665
Excluding Family Labour,1,rice-maize-areca palm,3473.369983
Excluding Family Labour,1,rice-maize-areca palm,-1305.91438
Excluding Family Labour,1,rice-maize-areca palm,6452.139533
Excluding Family Labour,1,rice-maize-areca palm,5793.570779
Excluding Family Labour,1,rice-maize-areca palm,-1201.250719
Excluding Family Labour,1,rice-maize-areca palm,4745.052118
Excluding Family Labour,1,rice-maize-areca palm,1434.123862
Excluding Family Labour,1,rice-maize-areca palm,-1124.509433
Excluding Family Labour,1,rice-maize-areca palm,58.63201128
Excluding Family Labour,1,rice-maize-areca palm,2909.038468
Excluding Family Labour,1,rice-maize-areca palm,-1488.642034
Excluding Family Labour,1,rice-maize-areca palm,1864.915655
Excluding Family Labour,1,rice-maize-areca palm,3917.252817
Excluding Family Labour,1,rice-maize-areca palm,2286.184533
Excluding Family Labour,1,rice-maize-areca palm,-308.5378515
Excluding Family Labour,1,rice-maize-areca palm,1435.861506
Excluding Family Labour,1,rice-maize-areca palm,6014.387441
Excluding Family Labour,1,rice-maize-areca palm,-275.7748217
Excluding Family Labour,1,rice-maize-areca palm,1228.051319
Excluding Family Labour,1,rice-maize-areca palm,5301.85766
Excluding Family Labour,1,rice-maize-areca palm,3102.394706
Excluding Family Labour,1,rice-maize-areca palm,382.2029157
Excluding Family Labour,1,rice-maize-areca palm,704.2067142
Excluding Family Labour,1,rice-maize-areca palm,-2638.990111
Excluding Family Labour,1,rice-maize-areca palm,5270.432162
Excluding Family Labour,1,rice-maize-areca palm,7824.828562
Excluding Family Labour,1,rice-maize-areca palm,-881.5908754
Excluding Family Labour,1,rice-maize-areca palm,1930.355441
Excluding Family Labour,1,rice-maize-areca palm,-5054.130997
Excluding Family Labour,1,rice-maize-areca palm,2243.133892
Excluding Family Labour,1,rice-maize-areca palm,-2381.753737
Excluding Family Labour,1,rice-maize-areca palm,184.7682022
Excluding Family Labour,1,rice-maize-areca palm,2855.249964
Excluding Family Labour,1,rice-maize-areca palm,1149.06281
Excluding Family Labour,1,rice-maize-areca palm,5041.666648
Excluding Family Labour,1,rice-maize-areca palm,1364.067431
Excluding Family Labour,1,rice-maize-areca palm,-699.9555541
Excluding Family Labour,1,rice-maize-areca palm,4084.276011
Excluding Family Labour,1,rice-maize-areca palm,1326.131001
Excluding Family Labour,1,rice-maize-areca palm,-2777.490764
Excluding Family Labour,1,rice-maize-areca palm,-2255.116748
Excluding Family Labour,1,rice-maize-areca palm,5129.944896
Excluding Family Labour,1,rice-maize-areca palm,550.3483098
Excluding Family Labour,1,rice-maize-areca palm,1537.877943
Excluding Family Labour,1,rice-maize-areca palm,5728.256753
Excluding Family Labour,1,rice-maize-areca palm,4423.994102
Excluding Family Labour,1,rice-maize-areca palm,9584.951519
Excluding Family Labour,1,rice-maize-areca palm,-1864.632053
Excluding Family Labour,1,rice-maize-areca palm,10069.71838
Excluding Family Labour,1,rice-maize-areca palm,-4514.578076
Excluding Family Labour,1,rice-maize-areca palm,4109.860453
Excluding Family Labour,1,rice-maize-areca palm,5914.003571
Excluding Family Labour,1,rice-maize-areca palm,313.2267796
Excluding Family Labour,1,rice-maize-areca palm,261.3010242
Excluding Family Labour,1,rice-maize-areca palm,2409.061256
Excluding Family Labour,1,rice-maize-areca palm,1354.047564
Excluding Family Labour,1,rice-maize-areca palm,8115.659884
Excluding Family Labour,1,rice-maize-areca palm,2077.011154
Excluding Family Labour,1,rice-maize-areca palm,13133.30137
Excluding Family Labour,1,rice-maize-areca palm,-334.1538955
Excluding Family Labour,1,rice-maize-areca palm,1683.286199
Excluding Family Labour,1,rice-maize-areca palm,1009.395397
Excluding Family Labour,1,rice-maize-areca palm,279.9693865
Excluding Family Labour,1,rice-maize-areca palm,-33.81001893
Excluding Family Labour,1,rice-maize-areca palm,-237.7870217
Excluding Family Labour,1,rice-maize-areca palm,62.59430306
Excluding Family Labour,1,rice-maize-areca palm,3243.055492
Excluding Family Labour,1,rice-maize-areca palm,1077.152657
Excluding Family Labour,1,rice-maize-areca palm,6924.941666
Excluding Family Labour,1,rice-maize-areca palm,-4019.727522
Excluding Family Labour,1,rice-maize-areca palm,3368.485163
Excluding Family Labour,1,rice-maize-areca palm,1242.806013
Excluding Family Labour,1,rice-maize-areca palm,827.5801311
Excluding Family Labour,1,rice-maize-areca palm,12422.37427
Excluding Family Labour,1,rice-maize-areca palm,-3629.316168
Excluding Family Labour,1,rice-maize-areca palm,3371.001391
Excluding Family Labour,1,rice-maize-areca palm,-946.3272379
Excluding Family Labour,1,rice-maize-areca palm,4686.331146
Excluding Family Labour,1,rice-maize-areca palm,7571.839695
Excluding Family Labour,1,rice-maize-areca palm,4181.708541
Excluding Family Labour,1,rice-maize-areca palm,1040.928205
Excluding Family Labour,1,rice-maize-areca palm,5413.987149
Excluding Family Labour,1,rice-maize-areca palm,-46.69904288
Excluding Family Labour,1,rice-maize-areca palm,3744.594931
Excluding Family Labour,1,rice-maize-areca palm,-2061.102586
Excluding Family Labour,1,rice-maize-areca palm,5113.007895
Excluding Family Labour,1,rice-maize-areca palm,4527.09725
Excluding Family Labour,1,rice-maize-areca palm,1472.97414
Excluding Family Labour,1,rice-maize-areca palm,3920.826434
Excluding Family Labour,1,rice-maize-areca palm,-5417.109133
Excluding Family Labour,1,rice-maize-areca palm,6435.367575
Excluding Family Labour,1,rice-maize-areca palm,-3290.06127
Excluding Family Labour,1,rice-maize-areca palm,3994.983236
Excluding Family Labour,1,rice-maize-areca palm,1217.690486
Excluding Family Labour,1,rice-maize-areca palm,3872.909076
Excluding Family Labour,1,rice-maize-areca palm,212.8090033
Excluding Family Labour,1,rice-maize-areca palm,-2854.091278
Excluding Family Labour,1,rice-maize-areca palm,2992.869075
Excluding Family Labour,1,rice-maize-areca palm,2981.398949
Excluding Family Labour,1,rice-maize-areca palm,3804.610886
Excluding Family Labour,1,rice-maize-areca palm,2731.477671
Excluding Family Labour,1,rice-maize-areca palm,3076.646674
Excluding Family Labour,1,rice-maize-areca palm,6665.025507
Excluding Family Labour,1,rice-maize-areca palm,7877.147633
Excluding Family Labour,1,rice-maize-areca palm,3424.933814
Excluding Family Labour,1,rice-maize-areca palm,2367.290357
Excluding Family Labour,1,rice-maize-areca palm,3773.745038
Excluding Family Labour,1,rice-maize-areca palm,-1838.693286
Excluding Family Labour,1,rice-maize-areca palm,8050.201364
Excluding Family Labour,1,rice-maize-areca palm,9525.745559
Excluding Family Labour,1,rice-maize-areca palm,1229.790056
Excluding Family Labour,1,rice-maize-areca palm,12566.97859
Excluding Family Labour,1,rice-maize-areca palm,9103.820495
Excluding Family Labour,1,rice-maize-areca palm,522.9557285
Excluding Family Labour,1,rice-maize-areca palm,10144.2513
Excluding Family Labour,1,rice-maize-areca palm,-2092.320476
Excluding Family Labour,1,rice-maize-areca palm,4752.233328
Excluding Family Labour,1,rice-maize-areca palm,6436.590444
Excluding Family Labour,1,rice-maize-areca palm,1075.640661
Excluding Family Labour,1,rice-maize-areca palm,5808.990528
Excluding Family Labour,1,rice-maize-areca palm,-2573.706812
Excluding Family Labour,1,rice-maize-areca palm,1125.453131
Excluding Family Labour,1,rice-maize-areca palm,3259.125247
Excluding Family Labour,1,rice-maize-areca palm,3465.503277
Excluding Family Labour,1,rice-maize-areca palm,6499.448682
Excluding Family Labour,1,rice-maize-areca palm,2039.966725
Excluding Family Labour,1,rice-maize-areca palm,6644.424143
Excluding Family Labour,1,rice-maize-areca palm,3288.147535
Excluding Family Labour,1,rice-maize-areca palm,-1365.666495
Excluding Family Labour,1,rice-maize-areca palm,2760.173178
Excluding Family Labour,1,rice-maize-areca palm,-4400.448796
