Label,Desc,Decision Option,Tradeoff
Including Family Labour,2,rubber-areca palm-durian,15655.73932
Including Family Labour,2,rubber-areca palm-durian,5686.21235
Including Family Labour,2,rubber-areca palm-durian,10372.25105
Including Family Labour,2,rubber-areca palm-durian,27420.42348
Including Family Labour,2,rubber-areca palm-durian,17831.14194
Including Family Labour,2,rubber-areca palm-durian,15443.98563
Including Family Labour,2,rubber-areca palm-durian,5188.375911
Including Family Labour,2,rubber-areca palm-durian,23651.2964
Including Family Labour,2,rubber-areca palm-durian,16926.30986
Including Family Labour,2,rubber-areca palm-durian,13009.74405
Including Family Labour,2,rubber-areca palm-durian,10444.3221
Including Family Labour,2,rubber-areca palm-durian,3418.84233
Including Family Labour,2,rubber-areca palm-durian,17429.95308
Including Family Labour,2,rubber-areca palm-durian,38081.02696
Including Family Labour,2,rubber-areca palm-durian,23353.77297
Including Family Labour,2,rubber-areca palm-durian,15512.55234
Including Family Labour,2,rubber-areca palm-durian,-727.5542714
Including Family Labour,2,rubber-areca palm-durian,16458.43735
Including Family Labour,2,rubber-areca palm-durian,18183.57437
Including Family Labour,2,rubber-areca palm-durian,19215.8746
Including Family Labour,2,rubber-areca palm-durian,8984.012199
Including Family Labour,2,rubber-areca palm-durian,6076.35386
Including Family Labour,2,rubber-areca palm-durian,11862.44135
Including Family Labour,2,rubber-areca palm-durian,19568.51201
Including Family Labour,2,rubber-areca palm-durian,12258.1821
Including Family Labour,2,rubber-areca palm-durian,31100.97599
Including Family Labour,2,rubber-areca palm-durian,14474.68587
Including Family Labour,2,rubber-areca palm-durian,4332.066811
Including Family Labour,2,rubber-areca palm-durian,13100.80442
Including Family Labour,2,rubber-areca palm-durian,20797.13172
Including Family Labour,2,rubber-areca palm-durian,8787.159482
Including Family Labour,2,rubber-areca palm-durian,12204.48619
Including Family Labour,2,rubber-areca palm-durian,15576.70996
Including Family Labour,2,rubber-areca palm-durian,5734.389223
Including Family Labour,2,rubber-areca palm-durian,15745.6516
Including Family Labour,2,rubber-areca palm-durian,7181.37243
Including Family Labour,2,rubber-areca palm-durian,15511.07981
Including Family Labour,2,rubber-areca palm-durian,13933.47374
Including Family Labour,2,rubber-areca palm-durian,18262.45466
Including Family Labour,2,rubber-areca palm-durian,10205.72921
Including Family Labour,2,rubber-areca palm-durian,6080.653648
Including Family Labour,2,rubber-areca palm-durian,31171.8713
Including Family Labour,2,rubber-areca palm-durian,5401.195736
Including Family Labour,2,rubber-areca palm-durian,11942.14984
Including Family Labour,2,rubber-areca palm-durian,10809.65229
Including Family Labour,2,rubber-areca palm-durian,13447.28919
Including Family Labour,2,rubber-areca palm-durian,12966.64209
Including Family Labour,2,rubber-areca palm-durian,8721.741339
Including Family Labour,2,rubber-areca palm-durian,9757.328401
Including Family Labour,2,rubber-areca palm-durian,4438.803321
Including Family Labour,2,rubber-areca palm-durian,16216.14784
Including Family Labour,2,rubber-areca palm-durian,8245.002609
Including Family Labour,2,rubber-areca palm-durian,18403.0659
Including Family Labour,2,rubber-areca palm-durian,9354.426183
Including Family Labour,2,rubber-areca palm-durian,41453.32804
Including Family Labour,2,rubber-areca palm-durian,11933.47934
Including Family Labour,2,rubber-areca palm-durian,12225.02896
Including Family Labour,2,rubber-areca palm-durian,5155.276091
Including Family Labour,2,rubber-areca palm-durian,3875.220905
Including Family Labour,2,rubber-areca palm-durian,12955.82863
Including Family Labour,2,rubber-areca palm-durian,39653.86561
Including Family Labour,2,rubber-areca palm-durian,33679.82881
Including Family Labour,2,rubber-areca palm-durian,7993.238021
Including Family Labour,2,rubber-areca palm-durian,2257.97234
Including Family Labour,2,rubber-areca palm-durian,12854.42396
Including Family Labour,2,rubber-areca palm-durian,9992.875448
Including Family Labour,2,rubber-areca palm-durian,12674.75262
Including Family Labour,2,rubber-areca palm-durian,7932.764424
Including Family Labour,2,rubber-areca palm-durian,14475.07011
Including Family Labour,2,rubber-areca palm-durian,18036.94143
Including Family Labour,2,rubber-areca palm-durian,20547.58422
Including Family Labour,2,rubber-areca palm-durian,14979.05301
Including Family Labour,2,rubber-areca palm-durian,29870.10687
Including Family Labour,2,rubber-areca palm-durian,18328.36991
Including Family Labour,2,rubber-areca palm-durian,14581.09173
Including Family Labour,2,rubber-areca palm-durian,7236.952796
Including Family Labour,2,rubber-areca palm-durian,11562.68112
Including Family Labour,2,rubber-areca palm-durian,19671.55719
Including Family Labour,2,rubber-areca palm-durian,24057.33427
Including Family Labour,2,rubber-areca palm-durian,16152.02567
Including Family Labour,2,rubber-areca palm-durian,21838.96458
Including Family Labour,2,rubber-areca palm-durian,8576.775414
Including Family Labour,2,rubber-areca palm-durian,13507.44226
Including Family Labour,2,rubber-areca palm-durian,11500.55188
Including Family Labour,2,rubber-areca palm-durian,22573.36727
Including Family Labour,2,rubber-areca palm-durian,13438.39699
Including Family Labour,2,rubber-areca palm-durian,15754.09474
Including Family Labour,2,rubber-areca palm-durian,6273.437237
Including Family Labour,2,rubber-areca palm-durian,5816.238115
Including Family Labour,2,rubber-areca palm-durian,4262.928293
Including Family Labour,2,rubber-areca palm-durian,5627.236435
Including Family Labour,2,rubber-areca palm-durian,13931.28472
Including Family Labour,2,rubber-areca palm-durian,9228.420415
Including Family Labour,2,rubber-areca palm-durian,14173.37741
Including Family Labour,2,rubber-areca palm-durian,16941.10214
Including Family Labour,2,rubber-areca palm-durian,14677.46674
Including Family Labour,2,rubber-areca palm-durian,14737.58241
Including Family Labour,2,rubber-areca palm-durian,10793.54344
Including Family Labour,2,rubber-areca palm-durian,16407.37966
Including Family Labour,2,rubber-areca palm-durian,16436.41608
Including Family Labour,2,rubber-areca palm-durian,11319.0286
Including Family Labour,2,rubber-areca palm-durian,8511.165383
Including Family Labour,2,rubber-areca palm-durian,7448.261415
Including Family Labour,2,rubber-areca palm-durian,10708.0249
Including Family Labour,2,rubber-areca palm-durian,14130.11577
Including Family Labour,2,rubber-areca palm-durian,3754.041503
Including Family Labour,2,rubber-areca palm-durian,9666.013173
Including Family Labour,2,rubber-areca palm-durian,31721.48398
Including Family Labour,2,rubber-areca palm-durian,9487.646747
Including Family Labour,2,rubber-areca palm-durian,11161.19033
Including Family Labour,2,rubber-areca palm-durian,13083.09862
Including Family Labour,2,rubber-areca palm-durian,6029.194157
Including Family Labour,2,rubber-areca palm-durian,8129.353653
Including Family Labour,2,rubber-areca palm-durian,25336.03659
Including Family Labour,2,rubber-areca palm-durian,6724.516591
Including Family Labour,2,rubber-areca palm-durian,6333.207531
Including Family Labour,2,rubber-areca palm-durian,19484.92559
Including Family Labour,2,rubber-areca palm-durian,18285.95475
Including Family Labour,2,rubber-areca palm-durian,7809.445864
Including Family Labour,2,rubber-areca palm-durian,14352.88484
Including Family Labour,2,rubber-areca palm-durian,10177.07258
Including Family Labour,2,rubber-areca palm-durian,15305.53002
Including Family Labour,2,rubber-areca palm-durian,4910.975941
Including Family Labour,2,rubber-areca palm-durian,7103.39027
Including Family Labour,2,rubber-areca palm-durian,8760.879301
Including Family Labour,2,rubber-areca palm-durian,22601.10795
Including Family Labour,2,rubber-areca palm-durian,26218.57043
Including Family Labour,2,rubber-areca palm-durian,16210.59093
Including Family Labour,2,rubber-areca palm-durian,23109.7411
Including Family Labour,2,rubber-areca palm-durian,1717.191598
Including Family Labour,2,rubber-areca palm-durian,19206.31274
Including Family Labour,2,rubber-areca palm-durian,9050.457414
Including Family Labour,2,rubber-areca palm-durian,7999.934878
Including Family Labour,2,rubber-areca palm-durian,22508.6955
Including Family Labour,2,rubber-areca palm-durian,20238.37241
Including Family Labour,2,rubber-areca palm-durian,11787.97648
Including Family Labour,2,rubber-areca palm-durian,15541.75274
Including Family Labour,2,rubber-areca palm-durian,19202.88952
Including Family Labour,2,rubber-areca palm-durian,8074.861224
Including Family Labour,2,rubber-areca palm-durian,6225.62364
Including Family Labour,2,rubber-areca palm-durian,3444.046308
Including Family Labour,2,rubber-areca palm-durian,22032.42242
Including Family Labour,2,rubber-areca palm-durian,5097.988497
Including Family Labour,2,rubber-areca palm-durian,17573.96464
Including Family Labour,2,rubber-areca palm-durian,6609.44359
Including Family Labour,2,rubber-areca palm-durian,11892.51572
Including Family Labour,2,rubber-areca palm-durian,11900.23932
Including Family Labour,2,rubber-areca palm-durian,7770.339818
Including Family Labour,2,rubber-areca palm-durian,14134.36653
Including Family Labour,2,rubber-areca palm-durian,7174.782131
Including Family Labour,2,rubber-areca palm-durian,8378.088321
Including Family Labour,2,rubber-areca palm-durian,27509.40876
Including Family Labour,2,rubber-areca palm-durian,14124.05084
Including Family Labour,2,rubber-areca palm-durian,15472.27868
Including Family Labour,2,rubber-areca palm-durian,12757.47364
Including Family Labour,2,rubber-areca palm-durian,8233.702275
Including Family Labour,2,rubber-areca palm-durian,12449.76913
Including Family Labour,2,rubber-areca palm-durian,38013.67855
Including Family Labour,2,rubber-areca palm-durian,3438.829664
Including Family Labour,2,rubber-areca palm-durian,11689.10944
Including Family Labour,2,rubber-areca palm-durian,7002.600305
Including Family Labour,2,rubber-areca palm-durian,3695.038772
Including Family Labour,2,rubber-areca palm-durian,17017.47114
Including Family Labour,2,rubber-areca palm-durian,36885.15552
Including Family Labour,2,rubber-areca palm-durian,15278.04683
Including Family Labour,2,rubber-areca palm-durian,5115.700559
Including Family Labour,2,rubber-areca palm-durian,10289.67663
Including Family Labour,2,rubber-areca palm-durian,18508.19026
Including Family Labour,2,rubber-areca palm-durian,29010.64513
Including Family Labour,2,rubber-areca palm-durian,4019.972798
Including Family Labour,2,rubber-areca palm-durian,20271.65299
Including Family Labour,2,rubber-areca palm-durian,-7246.265042
Including Family Labour,2,rubber-areca palm-durian,13537.60031
Including Family Labour,2,rubber-areca palm-durian,40034.25889
Including Family Labour,2,rubber-areca palm-durian,4202.975637
Including Family Labour,2,rubber-areca palm-durian,21739.01097
Including Family Labour,2,rubber-areca palm-durian,6871.032166
Including Family Labour,2,rubber-areca palm-durian,20330.02068
Including Family Labour,2,rubber-areca palm-durian,18643.61991
Including Family Labour,2,rubber-areca palm-durian,12239.93832
Including Family Labour,2,rubber-areca palm-durian,25814.49474
Including Family Labour,2,rubber-areca palm-durian,9996.254908
Including Family Labour,2,rubber-areca palm-durian,10492.162
Including Family Labour,2,rubber-areca palm-durian,16071.32757
Including Family Labour,2,rubber-areca palm-durian,14715.70946
Including Family Labour,2,rubber-areca palm-durian,46298.74082
Including Family Labour,2,rubber-areca palm-durian,23006.44034
Including Family Labour,2,rubber-areca palm-durian,13440.61699
Including Family Labour,2,rubber-areca palm-durian,3809.584328
Including Family Labour,2,rubber-areca palm-durian,17615.97092
Including Family Labour,2,rubber-areca palm-durian,17815.96833
Including Family Labour,2,rubber-areca palm-durian,10752.4694
Including Family Labour,2,rubber-areca palm-durian,7252.639619
Including Family Labour,2,rubber-areca palm-durian,12797.78703
Including Family Labour,2,rubber-areca palm-durian,8680.04528
Including Family Labour,2,rubber-areca palm-durian,12448.99863
Including Family Labour,2,rubber-areca palm-durian,11166.08732
Including Family Labour,2,rubber-areca palm-durian,19615.88485
Including Family Labour,2,rubber-areca palm-durian,7884.019287
Including Family Labour,2,rubber-areca palm-durian,9034.1234
Including Family Labour,2,rubber-areca palm-durian,26384.59305
Including Family Labour,2,rubber-areca palm-durian,12973.90557
Including Family Labour,2,rubber-areca palm-durian,7634.062184
Including Family Labour,2,rubber-areca palm-durian,18460.26855
Including Family Labour,2,rubber-areca palm-durian,7778.892809
Including Family Labour,2,rubber-areca palm-durian,14621.30699
Including Family Labour,2,rubber-areca palm-durian,10116.98493
Including Family Labour,2,rubber-areca palm-durian,10571.80429
Including Family Labour,2,rubber-areca palm-durian,5322.507408
Including Family Labour,2,rubber-areca palm-durian,8272.73348
Including Family Labour,2,rubber-areca palm-durian,24373.55792
Including Family Labour,2,rubber-areca palm-durian,7673.667385
Including Family Labour,2,rubber-areca palm-durian,13401.93513
Including Family Labour,2,rubber-areca palm-durian,13811.99513
Including Family Labour,2,rubber-areca palm-durian,12929.28508
Including Family Labour,2,rubber-areca palm-durian,12317.25905
Including Family Labour,2,rubber-areca palm-durian,-746.987581
Including Family Labour,2,rubber-areca palm-durian,7596.725505
Including Family Labour,2,rubber-areca palm-durian,7013.846235
Including Family Labour,2,rubber-areca palm-durian,10163.19151
Including Family Labour,2,rubber-areca palm-durian,8164.293531
Including Family Labour,2,rubber-areca palm-durian,9668.138894
Including Family Labour,2,rubber-areca palm-durian,12196.83959
Including Family Labour,2,rubber-areca palm-durian,12840.3184
Including Family Labour,2,rubber-areca palm-durian,18968.82762
Including Family Labour,2,rubber-areca palm-durian,4962.771433
Including Family Labour,2,rubber-areca palm-durian,32238.48952
Including Family Labour,2,rubber-areca palm-durian,8117.196915
Including Family Labour,2,rubber-areca palm-durian,14281.51793
Including Family Labour,2,rubber-areca palm-durian,7094.427446
Including Family Labour,2,rubber-areca palm-durian,10632.9029
Including Family Labour,2,rubber-areca palm-durian,5069.754714
Including Family Labour,2,rubber-areca palm-durian,35024.7346
Including Family Labour,2,rubber-areca palm-durian,5041.961067
Including Family Labour,2,rubber-areca palm-durian,12421.13421
Including Family Labour,2,rubber-areca palm-durian,29057.19057
Including Family Labour,2,rubber-areca palm-durian,12317.76153
Including Family Labour,2,rubber-areca palm-durian,3970.414218
Including Family Labour,2,rubber-areca palm-durian,31567.42113
Including Family Labour,2,rubber-areca palm-durian,11688.03019
Including Family Labour,2,rubber-areca palm-durian,24098.21242
Including Family Labour,2,rubber-areca palm-durian,4153.355096
Including Family Labour,2,rubber-areca palm-durian,18736.04988
Including Family Labour,2,rubber-areca palm-durian,6840.000358
Including Family Labour,2,rubber-areca palm-durian,10336.92183
Including Family Labour,2,rubber-areca palm-durian,7422.870474
Including Family Labour,2,rubber-areca palm-durian,15225.64361
Including Family Labour,2,rubber-areca palm-durian,5787.098238
Including Family Labour,2,rubber-areca palm-durian,14185.8326
Including Family Labour,2,rubber-areca palm-durian,10775.4614
Including Family Labour,2,rubber-areca palm-durian,14813.13347
Including Family Labour,2,rubber-areca palm-durian,15719.13763
Including Family Labour,2,rubber-areca palm-durian,8105.548161
Including Family Labour,2,rubber-areca palm-durian,11808.45528
Including Family Labour,2,rubber-areca palm-durian,36305.02762
Including Family Labour,2,rubber-areca palm-durian,36387.53312
Including Family Labour,2,rubber-areca palm-durian,15757.03988
Including Family Labour,2,rubber-areca palm-durian,13370.59229
Including Family Labour,2,rubber-areca palm-durian,13205.42668
Including Family Labour,2,rubber-areca palm-durian,14912.7828
Including Family Labour,2,rubber-areca palm-durian,19172.59275
Including Family Labour,2,rubber-areca palm-durian,13130.67522
Including Family Labour,2,rubber-areca palm-durian,26424.73408
Including Family Labour,2,rubber-areca palm-durian,3304.060105
Including Family Labour,2,rubber-areca palm-durian,8000.703194
Including Family Labour,2,rubber-areca palm-durian,6572.026611
Including Family Labour,2,rubber-areca palm-durian,16068.18253
Including Family Labour,2,rubber-areca palm-durian,8868.12358
Including Family Labour,2,rubber-areca palm-durian,4214.758304
Including Family Labour,2,rubber-areca palm-durian,3812.521107
Including Family Labour,2,rubber-areca palm-durian,17983.81118
Including Family Labour,2,rubber-areca palm-durian,24176.76242
Including Family Labour,2,rubber-areca palm-durian,6510.145376
Including Family Labour,2,rubber-areca palm-durian,36835.15936
Including Family Labour,2,rubber-areca palm-durian,12553.7754
Including Family Labour,2,rubber-areca palm-durian,6803.606218
Including Family Labour,2,rubber-areca palm-durian,10220.48319
Including Family Labour,2,rubber-areca palm-durian,16334.53576
Including Family Labour,2,rubber-areca palm-durian,18446.81025
Including Family Labour,2,rubber-areca palm-durian,8084.139814
Including Family Labour,2,rubber-areca palm-durian,13136.91012
Including Family Labour,2,rubber-areca palm-durian,1310.312634
Including Family Labour,2,rubber-areca palm-durian,14236.69799
Including Family Labour,2,rubber-areca palm-durian,6249.528012
Including Family Labour,2,rubber-areca palm-durian,22244.95396
Including Family Labour,2,rubber-areca palm-durian,18450.46716
Including Family Labour,2,rubber-areca palm-durian,5549.497305
Including Family Labour,2,rubber-areca palm-durian,20514.29726
Including Family Labour,2,rubber-areca palm-durian,10572.95655
Including Family Labour,2,rubber-areca palm-durian,7693.966705
Including Family Labour,2,rubber-areca palm-durian,6979.321071
Including Family Labour,2,rubber-areca palm-durian,25376.80397
Including Family Labour,2,rubber-areca palm-durian,13019.299
Including Family Labour,2,rubber-areca palm-durian,7237.824784
Including Family Labour,2,rubber-areca palm-durian,18379.20062
Including Family Labour,2,rubber-areca palm-durian,33736.62217
Including Family Labour,2,rubber-areca palm-durian,14750.39657
Including Family Labour,2,rubber-areca palm-durian,6388.809348
Including Family Labour,2,rubber-areca palm-durian,5495.370147
Including Family Labour,2,rubber-areca palm-durian,7101.155556
Including Family Labour,2,rubber-areca palm-durian,11521.20133
Including Family Labour,2,rubber-areca palm-durian,11217.86685
Including Family Labour,2,rubber-areca palm-durian,11085.07014
Including Family Labour,2,rubber-areca palm-durian,9207.498848
Including Family Labour,2,rubber-areca palm-durian,15862.91686
Including Family Labour,2,rubber-areca palm-durian,9356.337533
Including Family Labour,2,rubber-areca palm-durian,4545.163803
Including Family Labour,2,rubber-areca palm-durian,10005.96328
Including Family Labour,2,rubber-areca palm-durian,10737.89186
Including Family Labour,2,rubber-areca palm-durian,11040.27534
Including Family Labour,2,rubber-areca palm-durian,25245.41322
Including Family Labour,2,rubber-areca palm-durian,19776.46618
Including Family Labour,2,rubber-areca palm-durian,8548.422653
Including Family Labour,2,rubber-areca palm-durian,20678.89363
Including Family Labour,2,rubber-areca palm-durian,8347.46899
Including Family Labour,2,rubber-areca palm-durian,-2683.729651
Including Family Labour,2,rubber-areca palm-durian,4495.729399
Including Family Labour,2,rubber-areca palm-durian,12249.0296
Including Family Labour,2,rubber-areca palm-durian,10499.56332
Including Family Labour,2,rubber-areca palm-durian,11575.52846
Including Family Labour,2,rubber-areca palm-durian,13539.08926
Including Family Labour,2,rubber-areca palm-durian,6641.331915
Including Family Labour,2,rubber-areca palm-durian,10185.75785
Including Family Labour,2,rubber-areca palm-durian,18385.5171
Including Family Labour,2,rubber-areca palm-durian,1697.985425
Including Family Labour,2,rubber-areca palm-durian,3124.613465
Including Family Labour,2,rubber-areca palm-durian,4491.353852
Including Family Labour,2,rubber-areca palm-durian,11331.96426
Including Family Labour,2,rubber-areca palm-durian,2624.178858
Including Family Labour,2,rubber-areca palm-durian,3908.680185
Including Family Labour,2,rubber-areca palm-durian,22366.5851
Including Family Labour,2,rubber-areca palm-durian,24418.43315
Including Family Labour,2,rubber-areca palm-durian,14719.74676
Including Family Labour,2,rubber-areca palm-durian,10601.30449
Including Family Labour,2,rubber-areca palm-durian,8536.968236
Including Family Labour,2,rubber-areca palm-durian,18814.86194
Including Family Labour,2,rubber-areca palm-durian,30123.02746
Including Family Labour,2,rubber-areca palm-durian,-1109.488159
Including Family Labour,2,rubber-areca palm-durian,18325.76883
Including Family Labour,2,rubber-areca palm-durian,24427.78307
Including Family Labour,2,rubber-areca palm-durian,17670.25938
Including Family Labour,2,rubber-areca palm-durian,32456.28034
Including Family Labour,2,rubber-areca palm-durian,7034.87724
Including Family Labour,2,rubber-areca palm-durian,10630.65581
Including Family Labour,2,rubber-areca palm-durian,7167.879263
Including Family Labour,2,rubber-areca palm-durian,19297.93511
Including Family Labour,2,rubber-areca palm-durian,5943.423544
Including Family Labour,2,rubber-areca palm-durian,8647.161424
Including Family Labour,2,rubber-areca palm-durian,5861.464853
Including Family Labour,2,rubber-areca palm-durian,17817.89382
Including Family Labour,2,rubber-areca palm-durian,16091.09289
Including Family Labour,2,rubber-areca palm-durian,17487.66079
Including Family Labour,2,rubber-areca palm-durian,3733.891136
Including Family Labour,2,rubber-areca palm-durian,8780.911819
Including Family Labour,2,rubber-areca palm-durian,11408.92368
Including Family Labour,2,rubber-areca palm-durian,11843.40437
Including Family Labour,2,rubber-areca palm-durian,8706.604545
Including Family Labour,2,rubber-areca palm-durian,14847.54387
Including Family Labour,2,rubber-areca palm-durian,12981.25348
Including Family Labour,2,rubber-areca palm-durian,13528.57118
Including Family Labour,2,rubber-areca palm-durian,12319.20488
Including Family Labour,2,rubber-areca palm-durian,9704.351039
Including Family Labour,2,rubber-areca palm-durian,19310.92235
Including Family Labour,2,rubber-areca palm-durian,20702.84472
Including Family Labour,2,rubber-areca palm-durian,9955.98841
Including Family Labour,2,rubber-areca palm-durian,27107.33281
Including Family Labour,2,rubber-areca palm-durian,12513.90101
Including Family Labour,2,rubber-areca palm-durian,18768.8417
Including Family Labour,2,rubber-areca palm-durian,13781.97582
Including Family Labour,2,rubber-areca palm-durian,8796.906325
Including Family Labour,2,rubber-areca palm-durian,3674.009668
Including Family Labour,2,rubber-areca palm-durian,6903.803297
Including Family Labour,2,rubber-areca palm-durian,5892.329333
Including Family Labour,2,rubber-areca palm-durian,2449.898779
Including Family Labour,2,rubber-areca palm-durian,11367.34091
Including Family Labour,2,rubber-areca palm-durian,9833.511911
Including Family Labour,2,rubber-areca palm-durian,24639.71
Including Family Labour,2,rubber-areca palm-durian,20610.04126
Including Family Labour,2,rubber-areca palm-durian,11037.6042
Including Family Labour,2,rubber-areca palm-durian,5897.972817
Including Family Labour,2,rubber-areca palm-durian,13163.4147
Including Family Labour,2,rubber-areca palm-durian,14338.1189
Including Family Labour,2,rubber-areca palm-durian,15631.1099
Including Family Labour,2,rubber-areca palm-durian,2795.896938
Including Family Labour,2,rubber-areca palm-durian,25008.19585
Including Family Labour,2,rubber-areca palm-durian,8812.111801
Including Family Labour,2,rubber-areca palm-durian,11134.40551
Including Family Labour,2,rubber-areca palm-durian,5759.625306
Including Family Labour,2,rubber-areca palm-durian,14321.09533
Including Family Labour,2,rubber-areca palm-durian,8193.770456
Including Family Labour,2,rubber-areca palm-durian,4117.126994
Including Family Labour,2,rubber-areca palm-durian,8196.212855
Including Family Labour,2,rubber-areca palm-durian,19287.29686
Including Family Labour,2,rubber-areca palm-durian,14975.66803
Including Family Labour,2,rubber-areca palm-durian,12664.50439
Including Family Labour,2,rubber-areca palm-durian,11964.55892
Including Family Labour,2,rubber-areca palm-durian,33996.18928
Including Family Labour,2,rubber-areca palm-durian,11251.82418
Including Family Labour,2,rubber-areca palm-durian,2198.259602
Including Family Labour,2,rubber-areca palm-durian,11955.27289
Including Family Labour,2,rubber-areca palm-durian,4773.461016
Including Family Labour,2,rubber-areca palm-durian,13544.72156
Including Family Labour,2,rubber-areca palm-durian,3715.704264
Including Family Labour,2,rubber-areca palm-durian,7796.29081
Including Family Labour,2,rubber-areca palm-durian,7744.230116
Including Family Labour,2,rubber-areca palm-durian,11390.53757
Including Family Labour,2,rubber-areca palm-durian,7262.613882
Including Family Labour,2,rubber-areca palm-durian,26647.23516
Including Family Labour,2,rubber-areca palm-durian,8943.596359
Including Family Labour,2,rubber-areca palm-durian,12532.63976
Including Family Labour,2,rubber-areca palm-durian,8765.376134
Including Family Labour,2,rubber-areca palm-durian,2149.550086
Including Family Labour,2,rubber-areca palm-durian,5476.23758
Including Family Labour,2,rubber-areca palm-durian,18779.87761
Including Family Labour,2,rubber-areca palm-durian,5201.302086
Including Family Labour,2,rubber-areca palm-durian,8066.711795
Including Family Labour,2,rubber-areca palm-durian,9581.009431
Including Family Labour,2,rubber-areca palm-durian,14815.86308
Including Family Labour,2,rubber-areca palm-durian,22123.49367
Including Family Labour,2,rubber-areca palm-durian,13650.37157
Including Family Labour,2,rubber-areca palm-durian,17974.40277
Including Family Labour,2,rubber-areca palm-durian,5301.875928
Including Family Labour,2,rubber-areca palm-durian,2142.515323
Including Family Labour,2,rubber-areca palm-durian,1345.407023
Including Family Labour,2,rubber-areca palm-durian,11656.3411
Including Family Labour,2,rubber-areca palm-durian,13626.96001
Including Family Labour,2,rubber-areca palm-durian,10270.15844
Including Family Labour,2,rubber-areca palm-durian,9051.22568
Including Family Labour,2,rubber-areca palm-durian,5103.480137
Including Family Labour,2,rubber-areca palm-durian,27450.54109
Including Family Labour,2,rubber-areca palm-durian,23580.19488
Including Family Labour,2,rubber-areca palm-durian,18687.6521
Including Family Labour,2,rubber-areca palm-durian,12956.8365
Including Family Labour,2,rubber-areca palm-durian,7254.824686
Including Family Labour,2,rubber-areca palm-durian,10997.91759
Including Family Labour,2,rubber-areca palm-durian,18590.1573
Including Family Labour,2,rubber-areca palm-durian,13890.61631
Including Family Labour,2,rubber-areca palm-durian,12686.50058
Including Family Labour,2,rubber-areca palm-durian,14718.91308
Including Family Labour,2,rubber-areca palm-durian,6705.233615
Including Family Labour,2,rubber-areca palm-durian,8696.826125
Including Family Labour,2,rubber-areca palm-durian,8097.234176
Including Family Labour,2,rubber-areca palm-durian,18815.73197
Including Family Labour,2,rubber-areca palm-durian,13135.37786
Including Family Labour,2,rubber-areca palm-durian,16051.65549
Including Family Labour,2,rubber-areca palm-durian,18357.36755
Including Family Labour,2,rubber-areca palm-durian,21614.04201
Including Family Labour,2,rubber-areca palm-durian,20930.38608
Including Family Labour,2,rubber-areca palm-durian,10376.88658
Including Family Labour,2,rubber-areca palm-durian,8030.05993
Including Family Labour,2,rubber-areca palm-durian,9785.318856
Including Family Labour,2,rubber-areca palm-durian,11262.0316
Including Family Labour,2,rubber-areca palm-durian,7092.665497
Including Family Labour,2,rubber-areca palm-durian,19070.12659
Including Family Labour,2,rubber-areca palm-durian,6942.865409
Including Family Labour,2,rubber-areca palm-durian,6576.14859
Including Family Labour,2,rubber-areca palm-durian,11789.10086
Including Family Labour,2,rubber-areca palm-durian,5030.664588
Including Family Labour,2,rubber-areca palm-durian,4267.72362
Including Family Labour,2,rubber-areca palm-durian,12295.19528
Including Family Labour,2,rubber-areca palm-durian,1169.414345
Including Family Labour,2,rubber-areca palm-durian,22435.25155
Including Family Labour,2,rubber-areca palm-durian,14974.29444
Including Family Labour,2,rubber-areca palm-durian,7428.423659
Including Family Labour,2,rubber-areca palm-durian,8650.884174
Including Family Labour,2,rubber-areca palm-durian,21445.47381
Including Family Labour,2,rubber-areca palm-durian,16143.4497
Including Family Labour,2,rubber-areca palm-durian,25359.35966
Including Family Labour,2,rubber-areca palm-durian,10296.4232
Including Family Labour,2,rubber-areca palm-durian,6620.4362
Including Family Labour,2,rubber-areca palm-durian,12888.63999
Including Family Labour,2,rubber-areca palm-durian,8642.416502
Including Family Labour,2,rubber-areca palm-durian,12983.28112
Including Family Labour,2,rubber-areca palm-durian,13465.24188
Including Family Labour,2,rubber-areca palm-durian,18890.41309
Including Family Labour,2,rubber-areca palm-durian,4961.30055
Including Family Labour,2,rubber-areca palm-durian,9523.483819
Including Family Labour,2,rubber-areca palm-durian,30281.36472
Including Family Labour,2,rubber-areca palm-durian,4255.734066
Including Family Labour,2,rubber-areca palm-durian,26310.03917
Including Family Labour,2,rubber-areca palm-durian,7978.896503
Including Family Labour,2,rubber-areca palm-durian,17081.68485
Including Family Labour,2,rubber-areca palm-durian,28759.49325
Including Family Labour,2,rubber-areca palm-durian,10030.21155
Including Family Labour,2,rubber-areca palm-durian,16620.09649
Including Family Labour,2,rubber-areca palm-durian,13919.14043
Including Family Labour,2,rubber-areca palm-durian,7892.626333
Including Family Labour,2,rubber-areca palm-durian,5975.670168
Including Family Labour,2,rubber-areca palm-durian,8757.390648
Including Family Labour,2,rubber-areca palm-durian,8312.757577
Including Family Labour,2,rubber-areca palm-durian,8077.535924
Including Family Labour,2,rubber-areca palm-durian,4074.723677
Including Family Labour,2,rubber-areca palm-durian,11934.78448
Including Family Labour,2,rubber-areca palm-durian,6832.553714
Including Family Labour,2,rubber-areca palm-durian,15833.95457
Including Family Labour,2,rubber-areca palm-durian,12441.36622
Including Family Labour,2,rubber-areca palm-durian,6704.014281
Including Family Labour,2,rubber-areca palm-durian,13219.19643
Including Family Labour,2,rubber-areca palm-durian,30066.93529
